run_id,checkpoint,sample_id,task,episode_or_seed,domain,c2r_split,progress_bin,layer,token_group,perturbation,severity,timestep_quantile,timestep,sigma,noise_seed,transform_seed,metric_name,metric_value,action_frame
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gaussian_blur_sigma,0.5,0.25,750.0,0.75,13788209987369430635,7670735354293000251,velocity_relative_l2/frame,0.003617685753852129,6
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gaussian_blur_sigma,0.5,0.25,750.0,0.75,13788209987369430635,7670735354293000251,velocity_relative_l2/frame,0.003858839860185981,7
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gaussian_blur_sigma,0.5,0.25,750.0,0.75,13788209987369430635,7670735354293000251,velocity_relative_l2/frame,0.0036630574613809586,8
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gaussian_blur_sigma,1.0,0.25,750.0,0.75,13788209987369430635,10294368508449037784,velocity_relative_l2,0.01656222715973854,
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gaussian_blur_sigma,1.0,0.25,750.0,0.75,13788209987369430635,10294368508449037784,velocity_relative_l2/left_position,0.012852122075855732,
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gaussian_blur_sigma,1.0,0.25,750.0,0.75,13788209987369430635,10294368508449037784,velocity_relative_l2/left_rotation,0.007467868737876415,
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gaussian_blur_sigma,1.0,0.25,750.0,0.75,13788209987369430635,10294368508449037784,velocity_relative_l2/right_position,0.012484537437558174,
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gaussian_blur_sigma,1.0,0.25,750.0,0.75,13788209987369430635,10294368508449037784,velocity_relative_l2/right_rotation,0.01708269491791725,
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gaussian_blur_sigma,1.0,0.25,750.0,0.75,13788209987369430635,10294368508449037784,velocity_relative_l2/gripper,0.02929472178220749,
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gaussian_blur_sigma,1.0,0.25,750.0,0.75,13788209987369430635,10294368508449037784,velocity_relative_l2/frame,0.0045525371097028255,0
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gaussian_blur_sigma,1.0,0.25,750.0,0.75,13788209987369430635,10294368508449037784,velocity_relative_l2/frame,0.023611165583133698,1
